"p" "slope" "resol"
"103" 0.194065779266933 -3.10058622334669 0.98
"104" 0.276351652901675 -2.61241592119631 0.98
"105" 0.338121064496207 -2.31099093369221 0.98
"106" 0.389191464571826 -2.07925895067871 0.99
"107" 0.324087586911336 -2.38176539386792 0.99
"108" 0.312480217968849 -2.44651007659204 0.99
"109" 0.325533132301445 -2.38525130059279 0.99
"110" 0.328070539836485 -2.37720780241276 0.99
"111" 0.356952106081429 -2.24252401807908 0.99
"112" 0.305953360051525 -2.50176200280622 1
"113" 0.300353807298506 -2.53397780378212 1
"114" 0.24624137580501 -2.84786982329544 1
"115" 0.27213419955935 -2.70146794452243 1
"116" 0.239172512454945 -2.89279796075815 1
"117" 0.277800265480264 -2.66766144528086 1
"118" 0.322996288935346 -2.43540284706003 1
"119" 0.395686517305522 -2.10090410587274 1
"120" 0.430826781338188 -1.95326341284492 1
"121" 0.448199562165147 -1.88208108311226 1
"122" 0.511753947472317 -1.63166446906928 1
"123" 0.43744654774707 -1.93531957734194 1
"124" 0.414427653663831 -2.03438463290202 1
"125" 0.33029089089177 -2.42794523652403 1
"126" 0.409730854974162 -2.05711483882739 1
"127" 0.354339742942883 -2.31488046039764 1
"128" 0.32802781090622 -2.44721048152677 1
"129" 0.323406168292861 -2.47446184867295 1
"130" 0.300189877818479 -2.60205233115861 1
"131" 0.318112553633452 -2.51282178136257 1
"132" 0.34506677741997 -2.38327389437719 1
"133" 0.350321327837938 -2.36095233937519 1
"134" 0.423486301283469 -2.03134780557082 1
"135" 0.462845426764183 -1.86715047809736 1
"136" 0.362135564090848 -2.31175319163039 1
"137" 0.362683653872651 -2.31252084460034 1
"138" 0.347266613740048 -2.3928686920851 1
"139" 0.407416327256748 -2.11268386723956 1
"140" 0.383536097138063 -2.22414714726362 1
"141" 0.47255593751243 -1.82944909213467 1
"142" 0.607726751349445 -1.30555988020854 1
"143" 0.604424347837902 -1.31960088639633 1
"144" 0.627072904538103 -1.23895394935089 1
"145" 0.612570281176526 -1.29311822467628 1
"146" 0.487009966575632 -1.77363003318939 1
"147" 0.568719199287006 -1.45781837948625 1
"148" 0.406766491783745 -2.11798352459217 1
"149" 0.320593561534982 -2.53916490100575 1
"150" 0.327820100670546 -2.50517958463684 1
"151" 0.420246868436267 -2.06252157969109 1
"152" 0.293184517147277 -2.69710364886352 1
"153" 0.321452328767247 -2.54902799360342 1
"154" 0.291344008713724 -2.72132741647081 1
"155" 0.222193063375676 -3.15141296026448 1
"156" 0.20569641223339 -3.2709318612547 1
"157" 0.147940286552266 -3.74987271031775 1
"158" 0.156375357166431 -3.67933012889808 1.02
"159" 0.167835648014278 -3.58005594883736 1.02
"160" 0.158910110247815 -3.65785315492006 1.02
"161" 0.188627679160904 -3.42226320621403 1.02
"162" 0.195651883611732 -3.37001430150928 1.02
"163" 0.189523311872941 -3.41874925578925 1.02
"164" 0.173311075156361 -3.54998648510705 1.02
"165" 0.231797444994938 -3.11718864974334 1.03
"166" 0.404353980028244 -2.16890348799756 1.03
"167" 0.339264660543397 -2.49010992588239 1.03
"168" 0.360789090141191 -2.38038327318014 1.03
"169" 0.328705400567269 -2.54558179890512 1.03
"170" 0.386189873408607 -2.24832681110327 1.03
"171" 0.52503929573977 -1.65018170547294 1.03
"172" 0.605240042629354 -1.34256427505862 1.03
"173" 0.668306414909546 -1.1105263402159 1.03
"174" 0.658254937426976 -1.14759897615124 1.04
"175" 0.54861659711689 -1.56095916778832 1.04
"176" 0.597504036230097 -1.37423688016514 1.04
"177" 0.559843060172183 -1.51626036107712 1.04
"178" 0.496058266047439 -1.77132300575748 1.04
"179" 0.495039511660181 -1.77630245668576 1.04
"180" 0.474660541169712 -1.86246048689584 1.04
"181" 0.421277950350372 -2.09256620466445 1.04
"182" 0.466617768100478 -1.89610255113393 1.04
"183" 0.548565429971289 -1.56763203907145 1.04
"184" 0.498084530641932 -1.76993993837938 1.04
"185" 0.438612850408789 -2.02039988773174 1.04
"186" 0.448423142541787 -1.97989296847114 1.04
"187" 0.394947087735197 -2.23087999335006 1.04
"188" 0.481483497710908 -1.8428296199364 1.04
"189" 0.450137966666018 -1.98090951359826 1.04
"190" 0.432267995374587 -2.0614833520138 1.04
"191" 0.393195900745679 -2.24180914474594 1.04
"192" 0.355277263089111 -2.436062233006 1.04
"193" 0.330744276480418 -2.56608135727478 1.04
"194" 0.24172181207551 -3.08599655058623 1.05
"195" 0.302490161172525 -2.71978410519873 1.05
"196" 0.262993824022107 -2.94887258656685 1.05
"197" 0.331957808131169 -2.54580550390157 1.05
"198" 0.285086256896872 -2.80763303004206 1.05
"199" 0.313700412594136 -2.65021618174767 1.05
"200" 0.30144281318782 -2.71948861070569 1.05
"201" 0.245659958189072 -3.05508649755715 1.05
"202" 0.216977307549015 -3.25217951836342 1.05
"203" 0.251464914017005 -3.026173406692 1.05
"204" 0.235606058023356 -3.13031733194896 1.05
"205" 0.204061946205376 -3.3518673168435 1.05
"206" 0.206976391948595 -3.33415578011806 1.05
"207" 0.184806932604483 -3.504917457497 1.05
"208" 0.192083008351032 -3.45100983130528 1.05
"209" 0.155724405253902 -3.77313925426886 1.05
"210" 0.121711001017121 -4.11149743674955 1.05
"211" 0.102833639012586 -4.34022538790702 1.05
"212" 0.114047393094995 -4.20917466035091 1.05
"213" 0.124860566014118 -4.10038252999338 1.05
"214" 0.122466487576476 -4.13241578099814 1.05
"215" 0.139096182066226 -3.9586276077666 1.05
"216" 0.171173910765018 -3.6647257208054 1.05
"217" 0.217624949574463 -3.30403864748453 1.05
"218" 0.263494149145942 -3.01744915369694 1.05
"219" 0.2223024906448 -3.29584166235302 1.05
"220" 0.273876803685892 -2.95917343617649 1.05
"221" 0.195674240547585 -3.50439063515163 1.05
"222" 0.171366560318303 -3.70618127070065 1.05
"223" 0.191464738400804 -3.54010174752468 1.05
"224" 0.187992182365806 -3.5737188851761 1.05
"225" 0.20132273658062 -3.48373507517291 1.05
"226" 0.203340380092514 -3.47348809264249 1.05
"227" 0.140242495369624 -4.03113944334917 1.05
"228" 0.151982732552558 -3.92016842882154 1.05
"229" 0.114961777581785 -4.31412253302697 1.05
"230" 0.109782263391649 -4.38800596442427 1.05
"231" 0.11225950208989 -4.36626978853729 1.05
"232" 0.190514646789273 -3.61802758218241 1.06
"233" 0.149741012693914 -3.98522753358318 1.06
"234" 0.181226392126172 -3.69311207596389 1.06
"235" 0.264048123495338 -3.06716146304732 1.06
"236" 0.447822636249856 -2.10908110078416 1.06
"237" 0.541878111066735 -1.69783328744575 1.06
"238" 0.553922316418527 -1.65004109678078 1.06
"239" 0.410225532244672 -2.29959727205804 1.06
"240" 0.567493586813481 -1.59664140751849 1.06
"241" 0.62093032961639 -1.38175044585035 1.06
"242" 0.610218106365309 -1.42586373786829 1.06
"243" 0.577168902530796 -1.56085359320068 1.06
"244" 0.689510390077079 -1.11844249135412 1.07
"245" 0.677097112602669 -1.16679952463464 1.07
"246" 0.606056153932724 -1.44310720117874 1.07
"247" 0.73685277791501 -0.943204169615455 1.07
"248" 0.959897297088465 -0.141669663471398 1.07
"249" 0.980800371903294 -0.0679358300512935 1.07
"250" 0.830452025870024 0.6017287684497 1.07
"251" 0.93701070217726 0.221766661636827 1.07
"252" 0.985079676850354 0.0524589171407769 1.07
"253" 0.934452647008723 -0.230785717649539 1.08
"254" 0.917282538803076 -0.291417513116867 1.08
"255" 0.771786430317746 -0.813328008518769 1.08
"256" 0.781730074604719 -0.77717605782221 1.08
"257" 0.813209577685321 -0.662421209303706 1.08
"258" 0.86498894061799 -0.477188943785422 1.08
"259" 0.861521541248688 -0.489676434733105 1.08
"260" 0.848479207015842 -0.536615555171195 1.08
"261" 0.792486705568893 -0.737988326304354 1.08
"262" 0.865322410254521 -0.475259632915471 1.08
"263" 0.905738399758168 -0.332069768329777 1.08
"264" 0.907516202390989 -0.32593828023618 1.08
"265" 0.927150192175886 -0.25703609955521 1.08
"266" 0.976774667485363 0.0820196580253337 1.08
"267" 0.922845617271551 0.272835580534786 1.09
"268" 0.967544422793635 0.114451906214728 1.09
"269" 0.933508520522822 -0.234928490656907 1.09
"270" 0.907103199049303 -0.328506163434412 1.09
"271" 0.827223490876256 -0.613205197142001 1.09
"272" 0.812410737385046 -0.666702684203357 1.09
"273" 0.776037480636114 -0.79927317551285 1.1
"274" 0.74265625730402 -0.922037730417784 1.1
"275" 0.824129648978574 -0.622695056702774 1.1
"276" 0.837627177679915 -0.573225695581999 1.1
"277" 0.746026743797006 -0.904813332322736 1.1
"278" 0.605773840362442 -1.44153535694584 1.1
"279" 0.647240990153842 -1.27748607886719 1.1
"280" 0.557697095462686 -1.63404259873842 1.1
"281" 0.535278527744337 -1.72649574276918 1.1
"282" 0.559047856907633 -1.62600569880296 1.1
"283" 0.605153391335423 -1.43771823807777 1.1
"284" 0.590585840719716 -1.49440077515364 1.1
"285" 0.66150541145331 -1.21342443280212 1.1
"286" 0.564638804851557 -1.5955551802723 1.1
"287" 0.504078228706025 -1.84993940089593 1.1
"288" 0.714416175802828 -1.02028649159955 1.1
"289" 0.671615804997056 -1.18291765608701 1.1
"290" 0.697645082916926 -1.08182581369589 1.1
"291" 0.820083445681694 -0.634513618922336 1.1
"292" 0.762319263269591 -0.842401893677097 1.1
"293" 0.834711543382339 -0.580405922421212 1.1
"294" 0.818469850132182 -0.638060770575419 1.1
"295" 0.829580144038643 -0.59760304142133 1.1
"296" 0.852692125370957 -0.515411598259242 1.1
"297" 0.84084605851794 -0.557117025942118 1.1
"298" 0.845422360208787 -0.540602586902358 1.1
"299" 0.87250303492175 -0.444697711559068 1.1
"300" 0.859232349762867 -0.491372059688349 1.1
"301" 0.796872632813122 -0.713742573282531 1.1
"302" 0.770153517411892 -0.809749114212143 1.1
"303" 0.668165970899711 -1.18975999282264 1.1
"304" 0.629088035684869 -1.34040217802629 1.1
"305" 0.582525630686084 -1.52654951940359 1.1
"306" 0.517956617089961 -1.79610842698236 1.1
"307" 0.488906713916822 -1.92158077101544 1.1
"308" 0.625509804988871 -1.36308789056979 1.1
"309" 0.773049088241636 -0.803808680665963 1.1
"310" 0.782289049907263 -0.770769199264358 1.1
"311" 0.905355475319903 -0.330907543623792 1.1
"312" 0.880683737538973 -0.417670792429413 1.1
"313" 0.889264378580615 -0.38749843130654 1.1
"314" 0.949820908795816 -0.174560516351175 1.1
"315" 0.949954450144247 0.174524004827491 1.1
"316" 0.97758387423293 0.0782667134213603 1.1
"317" 0.868132838603172 0.461706568118766 1.1
"318" 0.877896304505642 0.427426077948312 1.1
"319" 0.752735000434745 0.879208104366105 1.1
"320" 0.746800945260369 0.901601813094766 1.1
"321" 0.856208307880667 0.506590406567016 1.1
"322" 0.742028606085828 0.926995403256431 1.1
"323" 0.868067508829421 0.467586302003186 1.1
"324" 0.887582221364151 0.398285979064896 1.1
"325" 0.917094926757871 0.294009259260044 1.1
"326" 0.779094656883709 0.792566657705561 1.1
"327" 0.739694493619913 0.939645247900252 1.1
"328" 0.74114686250349 0.9353997786726 1.1
"329" 0.736222750482281 0.955032415988333 1.1
"330" 0.738701632520485 0.947039243616452 1.1
"331" 0.799676041096182 0.721866847269459 1.1
"332" 0.796287758936975 0.735270872330065 1.1
"333" 0.774956373946704 0.815177338117709 1.1
"334" 0.819732426930593 0.651330766307959 1.1
"335" 0.804770565720465 0.707817956097659 1.1
"336" 0.80866155342913 0.694615253527754 1.1
"337" 0.778682767759747 0.807015234115396 1.1
"338" 0.776810284067977 0.815395326075925 1.1
"339" 0.783544517307402 0.791933296930145 1.1
"340" 0.907381775220908 0.335290921618953 1.1
"341" 0.874238461237727 0.456931245865065 1.1
"342" 0.873287713711886 0.461496748879781 1.1
"343" 0.728034958524653 1.00661263780039 1.1
"344" 0.809131620293972 0.701667698004818 1.1
"345" 0.853741658457149 0.536392552116807 1.1
"346" 0.844633715197431 0.571479950508164 1.1
"347" 0.974144550216908 -0.0947622303102414 1.1
"348" 0.925054602419073 -0.275567114645248 1.1
"349" 0.901161025217757 -0.365121078272636 1.1
"350" 0.855959066824292 -0.534478666045777 1.1
"351" 0.93936822174678 -0.224941938157684 1.1
"352" 0.923852039187686 -0.283441128970208 1.1
"353" 0.847290891481946 -0.571885987103607 1.11
"354" 0.807990019334358 -0.723043821540754 1.11
"355" 0.849992871673499 -0.563264998922541 1.11
"356" 0.900955196438639 -0.372860012011075 1.11
"357" 0.883590545188593 -0.439450011779125 1.12
"358" 0.965614135769415 -0.129414303215078 1.12
"359" 0.87479163408525 0.473405436029645 1.12
"360" 0.948349038651318 0.194716341300264 1.12
"361" 0.888715002176127 -0.420108014075388 1.12
"362" 0.729141238858428 -1.04323175748722 1.12
"363" 0.660674823360203 -1.32568559605968 1.12
"364" 0.708951259393881 -1.12740980558624 1.12
"365" 0.704516015645301 -1.14726170584777 1.12
"366" 0.562886531134801 -1.75265276122868 1.12
"367" 0.56072913008101 -1.7656814928434 1.12
"368" 0.470734110335479 -2.19481886096228 1.12
"369" 0.401184218901346 -2.55718624444081 1.12
"370" 0.346588858877057 -2.87352448655256 1.12
"371" 0.323426115880502 -3.01898508033562 1.12
"372" 0.292251224089939 -3.22496832999622 1.12
"373" 0.352638788774074 -2.84842267979844 1.12
"374" 0.417136096117682 -2.48961100535279 1.12
"375" 0.476263705247437 -2.18684844450995 1.12
"376" 0.441945423749295 -2.36534442302212 1.12
"377" 0.476909529640109 -2.19248364889766 1.12
"378" 0.566743444516109 -1.76798196097592 1.12
"379" 0.543617308850797 -1.87841396414941 1.12
"380" 0.633551128206677 -1.48043870445519 1.13
"381" 0.669329604415141 -1.33180881872442 1.13
"382" 0.800219563384492 -0.786433201070383 1.13
"383" 0.918478841228273 -0.317552801999844 1.13
"384" 0.956445751686073 -0.170052854519664 1.13
"385" 0.920214686140031 -0.312348351824652 1.13
"386" 0.895414641236835 -0.410832862059668 1.13
"387" 0.815908724568595 -0.728350187322755 1.13
"388" 0.973326252679007 -0.10542235452681 1.13
"389" 0.838872336916477 -0.641708302962619 1.13
"390" 0.783901515114255 -0.866890202270824 1.13
"391" 0.888144641739026 -0.444401351178331 1.14
"392" 0.920076080332266 -0.318342149763282 1.14
"393" 0.966025963838562 -0.135569439794433 1.14
"394" 0.954196471545876 0.182789029064437 1.14
"395" 0.998932875118709 -0.0042592477370353 1.14
"396" 0.986153245299564 -0.0554482296741284 1.14
"397" 0.971539412230772 -0.114207158459972 1.14
"398" 0.937883809706612 0.249483624914633 1.14
"399" 0.890143555348006 0.442723071092878 1.14
"400" 0.968794562370578 0.12573880145967 1.15
"401" 0.919246946413528 0.325763574917718 1.15
"402" 0.839219456348605 0.651259967990671 1.15
"403" 0.896563373890582 0.418664548411407 1.15
"404" 0.78565503251584 0.874625631043881 1.15
"405" 0.874990026170737 0.508829683655667 1.15
"406" 0.886546375014674 0.462544064713608 1.15
"407" 0.847594783479944 0.623446877300051 1.15
"408" 0.916967864394291 0.338408937847599 1.15
"409" 0.819375974042914 0.741567009301908 1.15
"410" 0.687137729409146 1.30133971303101 1.15
"411" 0.637323859660732 1.52373871521175 1.15
"412" 0.649067336084747 1.47309906068957 1.15
"413" 0.681057219862457 1.33255799049285 1.15
"414" 0.769755108165797 0.953482798609182 1.15
"415" 0.771788476146814 0.946860012295935 1.15
"416" 0.649127488583332 1.48238753662597 1.15
"417" 0.637237771758753 1.53924676472066 1.15
"418" 0.703851976093647 1.24466549070018 1.15
"419" 0.780545580012959 0.912189444585152 1.15
"420" 0.775958454938931 0.933735138732194 1.15
"421" 0.843719703068338 0.646919623329367 1.15
"422" 0.619510117689487 1.61654657487918 1.15
"423" 0.589761302890705 1.75950483688801 1.15
"424" 0.559142807795723 1.9109713947728 1.15
"425" 0.574266859262966 1.84183076087841 1.15
"426" 0.490734858176053 2.26616875485195 1.15
"427" 0.56593911147083 1.90059888196476 1.15
"428" 0.584375706313735 1.81412605616351 1.15
"429" 0.66110922012179 1.45900277120179 1.15
"430" 0.756802252889418 1.02949311633275 1.15
"431" 0.769235320704912 0.977258705482713 1.15
"432" 0.675312437077361 1.40123188723317 1.15
"433" 0.695249231576421 1.31318023528234 1.15
"434" 0.593216152168194 1.79534438320627 1.15
"435" 0.642808726889056 1.56084695598023 1.15
"436" 0.723033246259507 1.19381892352428 1.15
"437" 0.714619937255894 1.23513224046909 1.15
"438" 0.761252045095316 1.02957250648776 1.15
"439" 0.891736849905914 0.462868495757841 1.15
"440" 0.934622068787905 0.2794031947114 1.15
"441" 0.886121897151193 0.489789220946029 1.15
"442" 0.968070202788278 -0.136979466929208 1.15
"443" 0.998165814723109 -0.00788931943022919 1.15
"444" 0.971765733047661 0.121703526948927 1.15
"445" 0.897470528983379 -0.444097909415276 1.15
"446" 0.976432630054988 0.102322251542201 1.15
"447" 0.78885383644632 0.93245605153326 1.15
"448" 0.829332897791443 0.753011297908366 1.15
"449" 0.850985098630769 0.658552006710031 1.15
"450" 0.93026479054483 0.307015677086481 1.15
"451" 0.913262097124714 -0.383516858367377 1.16
"452" 0.801859251939368 -0.882174463125884 1.16
"453" 0.836778862459494 -0.724733450432642 1.16
"454" 0.96217683138171 -0.167324365832374 1.16
"455" 0.957240447165472 -0.189443607599808 1.16
"456" 0.857497465097828 -0.634725452787066 1.16
"457" 0.700572541588399 -1.36109567457293 1.16
"458" 0.83830179253588 -0.719875649835674 1.16
"459" 0.686666327684248 -1.42260945620206 1.17
"460" 0.725055430404822 -1.23939541800901 1.17
"461" 0.676051486939239 -1.47176909800796 1.17
"462" 0.615037297485137 -1.77326514399546 1.17
"463" 0.663433968354692 -1.53360237124841 1.17
"464" 0.695967502601294 -1.37819044137683 1.17
"465" 0.754225132969219 -1.1055300272509 1.17
"466" 0.717988975441484 -1.27712750611719 1.17
"467" 0.694988575369458 -1.38733744802603 1.17
"468" 0.616616053513931 -1.77273960185099 1.17
"469" 0.547615008328228 -2.13323403569281 1.17
"470" 0.546823780574379 -2.14004446093759 1.18
"471" 0.53625141249112 -2.19594262564238 1.18
"472" 0.424684101993542 -2.83285170789867 1.18
"473" 0.435601442595737 -2.76433437084176 1.18
"474" 0.629424103508866 -1.69810326717311 1.18
"475" 0.643418982210824 -1.62966991108575 1.18
"476" 0.613482638812368 -1.77998619237628 1.18
"477" 0.606448646209726 -1.81540107869033 1.18
"478" 0.726504358310755 -1.23492839324114 1.18
"479" 0.747997495097158 -1.13517404825089 1.18
"480" 0.635365887616713 -1.67515567055092 1.18
"481" 0.754431994570525 -1.10270820955296 1.18
"482" 0.752422963138787 -1.11226961037429 1.18
"483" 0.763255910342748 -1.06204858230821 1.18
"484" 0.721998459678023 -1.25549144949888 1.18
"485" 0.744169646049764 -1.1511088701256 1.18
"486" 0.648907556961 -1.6078102731977 1.19
"487" 0.572766394764587 -1.98789870792511 1.19
"488" 0.485109097723503 -2.4560563540081 1.19
"489" 0.504309081956619 -2.35107884098343 1.19
"490" 0.541067403141788 -2.15345439677068 1.19
"491" 0.600321023819727 -1.84872171646674 1.19
"492" 0.58375009830539 -1.9312526844436 1.19
"493" 0.626528349661919 -1.71318743671475 1.19
"494" 0.686979973826598 -1.4160105508047 1.19
"495" 0.684164594151469 -1.42821338975717 1.19
"496" 0.664423052981353 -1.52039935924076 1.19
"497" 0.586977116630952 -1.90373898152805 1.19
"498" 0.446129675264769 -2.66049216235479 1.2
"499" 0.450002558924599 -2.63431125750978 1.2
"500" 0.585949481747728 -1.89375680704357 1.2
"501" 0.684509087908296 -1.41023308962254 1.2
"502" 0.752622818737906 -1.09245684229199 1.2
"503" 0.711951333723311 -1.27758704169826 1.2
"504" 0.720364667827244 -1.23738075526767 1.2
"505" 0.602047953422916 -1.79609885084401 1.2
"506" 0.517633891580399 -2.22019750390119 1.2
"507" 0.594459604402584 -1.82904218215286 1.2
"508" 0.700811075391584 -1.32222708177605 1.2
"509" 0.637789017519524 -1.6212258657971 1.2
"510" 0.605060429409298 -1.78137199661772 1.2
"511" 0.663592468151119 -1.49707896331435 1.2
"512" 0.716353085483819 -1.24979805962408 1.2
"513" 0.75752143108197 -1.06065266038736 1.2
"514" 0.713281341132118 -1.2629418743176 1.2
"515" 0.878392027503767 -0.52810262064211 1.2
"516" 0.852403201395114 -0.641074473863313 1.2
"517" 0.871496913606849 -0.557178690986602 1.2
"518" 0.958351004370187 0.18047004146436 1.2
"519" 0.96162217795077 0.166230238086489 1.2
"520" 0.897073867165165 0.447005848193615 1.2
"521" 0.838906919310836 0.704456578462171 1.2
"522" 0.919146982628262 0.352603773362386 1.2
"523" 0.974197985223001 0.11240599992262 1.2
"524" 0.906506812564232 -0.407231720221051 1.2
"525" 0.879900039333502 0.522386099236583 1.2
"526" 0.964448472751455 0.154050370394171 1.2
"527" 0.80192603198228 0.867536379093624 1.2
"528" 0.659529964127263 1.52213107322456 1.2
"529" 0.673316591085492 1.45654982704917 1.2
"530" 0.668904581534562 1.47781503943775 1.2
"531" 0.646364847357129 1.58376122596487 1.2
"532" 0.729168087787525 1.19493739171866 1.2
"533" 0.68614500773124 1.39520724781117 1.2
"534" 0.641802187403587 1.60795972020793 1.2
"535" 0.640904135523434 1.61318049227817 1.2
"536" 0.659600879336525 1.52352377718023 1.2
"537" 0.744010011749954 1.12973639864718 1.2
"538" 0.54538282342954 2.09354043263254 1.2
"539" 0.561202990241594 2.01383198808953 1.2
"540" 0.544704790275585 2.1008107420757 1.2
"541" 0.50466037833469 2.32169386875625 1.2
"542" 0.511769376757583 2.28474148453947 1.2
"543" 0.476817727688239 2.47641264170213 1.2
"544" 0.428337866372084 2.76909885933601 1.2
"545" 0.469697512668548 2.52835737242538 1.2
"546" 0.482776088134228 2.45583633943704 1.2
"547" 0.496559644370381 2.38208645001377 1.2
"548" 0.534501514272916 2.17798994731658 1.2
"549" 0.528112365080071 2.21417531324536 1.2
"550" 0.458913288140026 2.60023252231713 1.2
"551" 0.528952090964185 2.21269881581161 1.2
"552" 0.412272946986058 2.89224772018825 1.2
"553" 0.43455690232726 2.76203872506644 1.2
"554" 0.433217982685665 2.77535291344143 1.2
"555" 0.443396054290866 2.72257769806505 1.2
"556" 0.446916303251959 2.70512667737766 1.2
"557" 0.4077968579627 2.94466146624655 1.2
"558" 0.396618741304506 3.0230762807278 1.2
"559" 0.421781270032833 2.86946451107074 1.2
"560" 0.473889899694336 2.56600628330147 1.2
"561" 0.607018711261669 1.85028289097883 1.2
"562" 0.560512309886476 2.09700415049013 1.2
"563" 0.559153768129777 2.10873574510115 1.2
"564" 0.523167756629283 2.30974308846843 1.2
"565" 0.502926490223981 2.43416047510019 1.2
